Date,Close,High-Low percent,Percent change,Volume,etiqueta
2000-01-03,1455.219970703125,2.7239878125974633,-0.9549109611621577,931800000,1392.1400146484375
2000-01-04,1399.4200439453125,4.129561902605267,-3.8344668078497715,1009000000,1458.469970703125
2000-01-05,1402.1099853515625,2.538314839216321,0.19221829913671862,1085500000,1464.469970703125
2000-01-06,1403.449951171875,1.4108126058640025,0.09556781096431029,1092300000,1456.6300048828125
2000-01-07,1441.469970703125,2.826280884263077,2.7090399268961063,1225200000,1493.8699951171875
2000-01-10,1457.5999755859375,1.5703907129413879,1.1189969413615015,1064800000,1500.6400146484375
2000-01-11,1438.56005859375,1.6850176042055944,-1.306251187643831,1014000000,1527.3499755859375
2000-01-12,1432.25,1.0836110686856346,-0.4386371327394099,974600000,1527.4599609375
2000-01-13,1449.6800537109375,1.514123831371399,1.2169700618563448,1030400000,1523.8599853515625
2000-01-14,1465.1500244140625,1.5916422141403934,1.0671299962722445,1085900000,1507.72998046875
2000-01-18,1455.1400146484375,0.9517967650201455,-0.6832071527711414,1056700000,1508.52001953125
2000-01-19,1455.9000244140625,0.872996821510132,0.05222932212530894,1087800000,1487.9200439453125
2000-01-20,1445.5699462890625,1.8795300735705103,-0.709532107409464,1100700000,1498.5799560546875
2000-01-21,1441.3599853515625,0.9421711621672139,-0.2912319081001534,1209800000,1505.969970703125
2000-01-24,1401.530029296875,4.186133771563479,-2.7633593591799737,1115800000,1494.72998046875
2000-01-25,1410.030029296875,1.8276220361136895,0.6064800483985572,1073700000,1487.3699951171875
2000-01-26,1404.0899658203125,0.8952379544795587,-0.4212721256386695,1117300000,1501.3399658203125
2000-01-27,1398.56005859375,3.4228058225344076,-0.3938427993345681,1129500000,1516.3499755859375
2000-01-28,1360.1600341796875,3.1143473089490077,-2.745682902790293,1095800000,1504.4599609375
2000-01-31,1394.4599609375,3.1797231231008305,2.5217566974388266,993800000,1500.5899658203125
2000-02-01,1409.280029296875,1.9655391828475137,1.062781920924529,981000000,1467.1700439453125
2000-02-02,1409.1199951171875,1.2149423169432592,-0.011355740261738119,1038600000,1440.510009765625
2000-02-03,1424.969970703125,1.9130234549556195,1.1248137590027851,1146500000,1356.56005859375
2000-02-04,1424.3699951171875,1.0727570328816047,-0.042104437165188344,1045100000,1401.43994140625
2000-02-07,1424.239990234375,0.9703468835403751,-0.009127184878799984,918100000,1441.6099853515625
2000-02-08,1441.719970703125,1.22006812541647,1.2273198750635748,1047700000,1427.469970703125
2000-02-09,1411.7099609375,2.33050876769432,-2.0815422117645466,1050500000,1434.5400390625
2000-02-10,1416.8299560546875,1.1059846531361146,0.3633920139016793,1058800000,1429.8599853515625
2000-02-11,1387.1199951171875,2.7351592897372035,-2.0969320143562267,1025700000,1477.43994140625
2000-02-14,1389.93994140625,1.0360177432913757,0.20329505010302037,927300000,1460.989990234375
2000-02-15,1402.050048828125,2.244568282667836,0.8712683952101403,1092100000,1464.9200439453125
2000-02-16,1387.6700439453125,1.3670463563156015,-1.0256413381841636,1018800000,1452.4300537109375
2000-02-17,1388.260009765625,1.4269703408869685,0.042514848748565356,1034800000,1468.25
2000-02-18,1346.0899658203125,3.214496848647191,-3.0376185763956363,1042300000,1446.2900390625
2000-02-22,1352.1700439453125,1.9398433345126562,0.4516843806420306,980000000,1415.0999755859375
2000-02-23,1360.68994140625,2.0335304247723016,0.6300906826835517,993700000,1409.5699462890625
2000-02-24,1353.4300537109375,2.5801144174068003,-0.5335445992795045,1215000000,1432.6300048828125
2000-02-25,1333.3599853515625,2.4741998107642806,-1.4829039967263444,1065200000,1424.1700439453125
2000-02-28,1348.050048828125,2.651978688111608,1.101732738191421,1026500000,1412.1400146484375
2000-02-29,1366.4200439453125,1.5793061694542285,1.3627086867551204,1204300000,1383.050048828125
2000-03-01,1379.18994140625,1.2355018319531286,0.9345513861218346,1274100000,1407.81005859375
2000-03-02,1381.760009765625,1.1731474998007843,0.1863462226786911,1198600000,1420.9599609375
2000-03-03,1409.1700439453125,2.066464245554002,1.983704404959354,1150300000,1452.3599853515625
2000-03-06,1391.280029296875,1.796186943544675,-1.2695426449990432,1029000000,1466.0400390625
2000-03-07,1355.6199951171875,3.6308088461671106,-2.563109757114056,1314100000,1447.800048828125
2000-03-08,1366.699951171875,1.9880035791334874,0.8173349533494957,1203000000,1437.2099609375
2000-03-09,1401.68994140625,3.1347832433018037,2.5601808359159506,1123000000,1406.949951171875
2000-03-10,1395.0699462890625,1.53325750478216,-0.47228669633927517,1138800000,1400.719970703125
2000-03-13,1383.6199951171875,2.4248022539803955,-0.8207438775620027,1016100000,1373.8599853515625
2000-03-14,1359.1500244140625,2.648714222369956,-1.7685470569578234,1094000000,1399.050048828125
2000-03-15,1392.1400146484375,2.9451060646621734,2.427251564712084,1302800000,1381.52001953125
2000-03-16,1458.469970703125,4.547227411003177,4.763850528033118,1482300000,1378.02001953125
2000-03-17,1464.469970703125,1.6395016795118889,0.4113900265706132,1295100000,1422.449951171875
2000-03-20,1456.6300048828125,1.4972957113776222,-0.5353449355160458,920800000,1420.5999755859375
2000-03-21,1493.8699951171875,3.2037583931664746,2.5565854135601853,1065900000,1448.81005859375
2000-03-22,1500.6400146484375,1.182828648225696,0.4531866597078899,1075000000,1477.260009765625
2000-03-23,1527.3499755859375,2.6261162138805223,1.7799046191472827,1078300000,1467.6300048828125
2000-03-24,1527.4599609375,2.3594752061703748,0.007201057604384764,1052200000,1457.8399658203125
2000-03-27,1523.8599853515625,1.0611239943794433,-0.23568379388013314,901000000,1471.3599853515625
2000-03-28,1507.72998046875,1.34440647820428,-1.0584965179127808,959100000,1461.6700439453125
2000-03-29,1508.52001953125,1.5909633076966152,0.05239924076155722,1061900000,1456.949951171875
2000-03-30,1487.9200439453125,2.873138255913652,-1.3655752206946934,1193400000,1446.0
2000-03-31,1498.5799560546875,2.364241798897019,0.7164304394414622,1227400000,1469.43994140625
2000-04-03,1505.969970703125,1.3433189812745594,0.49313449166190615,1021700000,1470.5400390625
2000-04-04,1494.72998046875,7.361859227422387,-0.7470218824886593,1515460000,1478.72998046875
2000-04-05,1487.3699951171875,1.9161338532820495,-0.492395646553794,1110300000,1464.4599609375
2000-04-06,1501.3399658203125,1.6245497491376721,0.9392397822321492,1008000000,1486.0
2000-04-07,1516.3499755859375,1.1435412780565095,0.9997742088630625,891600000,1475.949951171875
2000-04-10,1504.4599609375,1.584619493991498,-0.7841207399263512,853700000,1479.1300048828125
2000-04-11,1500.5899658203125,1.7339859737783796,-0.25723483626482974,971400000,1452.1800537109375
2000-04-12,1467.1700439453125,2.926036543465931,-2.2271188423368318,1175900000,1441.47998046875
2000-04-13,1440.510009765625,2.6504538984182067,-1.8171059509909973,1032000000,1455.31005859375
2000-04-14,1356.56005859375,7.453410168686234,-5.827793670488544,1279700000,1450.550048828125
2000-04-17,1401.43994140625,3.9266776742252754,3.3083594440355113,1204700000,1454.8199462890625
2000-04-18,1441.6099853515625,3.0382646626251764,2.866340737014002,1109400000,1442.3900146484375
2000-04-19,1427.469970703125,1.6413607376331834,-0.9808488281932373,1001400000,1454.5999755859375
2000-04-20,1434.5400390625,0.9347967860451787,0.49528666132938093,896200000,1469.5400390625
2000-04-24,1429.8599853515625,1.9169733023159008,-0.3262407171288162,868700000,1446.22998046875
2000-04-25,1477.43994140625,3.236006909914974,3.327595466837889,1071100000,1456.6700439453125
2000-04-26,1460.989990234375,1.7768746610875445,-1.113409128239601,999600000,1478.9000244140625
2000-04-27,1464.9200439453125,2.348244362272798,0.26899935914735684,1111000000,1475.6199951171875
2000-04-28,1452.4300537109375,1.753610828834724,-0.852605593458674,984600000,1480.8800048828125
2000-05-01,1468.25,1.9805861436872125,1.0892053802276238,966300000,1492.9200439453125
2000-05-02,1446.2900390625,1.592352064583346,-1.49565543589307,1011500000,1495.8399658203125
2000-05-03,1415.0999755859375,3.3870436391670165,-2.1565566127234215,991600000,1509.97998046875
2000-05-04,1409.5699462890625,1.1386486261557673,-0.3907871805725409,925800000,1510.489990234375
2000-05-05,1432.6300048828125,2.1603675154576414,1.6359641218557197,805500000,1493.739990234375
2000-05-08,1424.1700439453125,1.0939674037467513,-0.5905195974303229,787600000,1481.9599609375
2000-05-09,1412.1400146484375,2.0132602586164494,-0.8447045595446431,896600000,1495.5699462890625
2000-05-10,1383.050048828125,2.675246642834838,-2.0599916097947735,1006400000,1480.18994140625
2000-05-11,1407.81005859375,1.9327863706755872,1.7902468378931373,953600000,1464.2900390625
2000-05-12,1420.9599609375,1.5707653208142875,0.9340679350512191,858200000,1474.469970703125
2000-05-15,1452.3599853515625,2.468394609292375,2.209775453021622,854600000,1452.4200439453125
2000-05-16,1466.0400390625,1.3396642741760896,0.941918935313139,955500000,1449.6199951171875
2000-05-17,1447.800048828125,1.6832431478996706,-1.2441672634015555,820500000,1419.8900146484375
2000-05-18,1437.2099609375,1.4924801403544057,-0.7314606667679563,807900000,1430.8299560546875
2000-05-19,1406.949951171875,2.5210541905617467,-2.1054689703017524,853700000,1438.0999755859375
2000-05-22,1400.719970703125,2.985612344656042,-0.44280043249306295,869000000,1438.699951171875
2000-05-23,1373.8599853515625,2.2083739350301177,-1.9175842362038633,869900000,1452.56005859375
2000-05-24,1399.050048828125,2.906260159437844,1.8335247947494822,1152300000,1462.9300537109375
2000-05-25,1381.52001953125,2.7303238584934433,-1.2529951527866023,984500000,1479.3199462890625
2000-05-26,1378.02001953125,1.5725492836224413,-0.25334413910176634,722600000,1482.800048828125
2000-05-30,1422.449951171875,3.1234794309649856,3.2241862245033546,844200000,1472.8699951171875
2000-05-31,1420.5999755859375,1.3367584514101114,-0.12935279492317098,960500000,1460.25
2000-06-01,1448.81005859375,1.9471208693287156,1.985786533339692,960100000,1471.8399658203125
2000-06-02,1477.260009765625,2.3299840006134667,1.9636770881815389,1162400000,1491.56005859375
2000-06-05,1467.6300048828125,0.8585253465803586,-0.651882865518058,838600000,1484.4300537109375
2000-06-06,1457.8399658203125,1.140042494845145,-0.6670645210256325,950100000,1479.8499755859375
2000-06-07,1471.3599853515625,1.3307386533288876,0.927400801750034,854600000,1496.0699462890625
2000-06-08,1461.6700439453125,1.3108316927650165,-0.6585704044367303,854300000,1491.719970703125
