Date,High,Low,Open,Close,Volume,Adj Close,High_lastDay,Low_lastDay,Open_lastDay,Close_lastDay,Volume_lastDay,Adj Close_lastDay
2000-01-03,3.1699681739968923,3.158169424999683,3.1673911880740753,3.163226982701497,8.969322706578284,3.163226982701497,3.1699681739968923,3.158169424999683,3.1673911880740753,3.163226982701497,8.969322706578284,3.163226982701497
2000-01-04,3.163226982701497,3.1456407488290634,3.163226982701497,3.146258318111667,9.003891166667332,3.146258318111667,3.1699681739968923,3.158169424999683,3.1673911880740753,3.163226982701497,8.969322706578284,3.163226982701497
2000-01-05,3.1505323350599035,3.139463492405316,3.146258318111667,3.147091715332787,9.035629828190526,3.147091715332787,3.163226982701497,3.1456407488290634,3.163226982701497,3.146258318111667,9.003891166667332,3.146258318111667
2000-01-06,3.150111432633129,3.143982284612971,3.147091715332787,3.14750626734168,9.038341934051202,3.14750626734168,3.1505323350599035,3.139463492405316,3.146258318111667,3.147091715332787,9.035629828190526,3.147091715332787
2000-01-07,3.1591067807922912,3.1466643622137007,3.14750626734168,3.1591067807922912,9.088206988489004,3.1591067807922912,3.150111432633129,3.143982284612971,3.147091715332787,3.14750626734168,9.038341934051202,3.14750626734168
2000-01-10,3.165944328066722,3.1591067807922912,3.1591067807922912,3.1639362019577537,9.027268042874484,3.1639362019577537,3.1591067807922912,3.1466643622137007,3.14750626734168,3.1591067807922912,9.088206988489004,3.1591067807922912
2000-01-11,3.1642517171047713,3.156979006348065,3.1639362019577537,3.158229788402537,9.006037955425615,3.158229788402537,3.165944328066722,3.1591067807922912,3.1591067807922912,3.1639362019577537,9.027268042874484,3.1639362019577537
2000-01-12,3.1594468660427117,3.154752523617496,3.158229788402537,3.156321950446713,8.988826407490889,3.156321950446713,3.1642517171047713,3.156979006348065,3.1639362019577537,3.158229788402537,9.006037955425615,3.158229788402537
2000-01-13,3.162922671483007,3.156321950446713,3.156321950446713,3.1615716397089466,9.013005850437219,3.1615716397089466,3.1594468660427117,3.154752523617496,3.158229788402537,3.156321950446713,8.988826407490889,3.156321950446713
2000-01-14,3.1684974835230326,3.1615716397089466,3.1615716397089466,3.1661784119432874,9.035789833527696,3.1661784119432874,3.162922671483007,3.156321950446713,3.156321950446713,3.1615716397089466,9.013005850437219,3.1615716397089466
2000-01-18,3.1661784119432874,3.1620563519620704,3.1661784119432874,3.163203136423201,9.02395170783438,3.163203136423201,3.1684974835230326,3.1615716397089466,3.1615716397089466,3.1661784119432874,9.035789833527696,3.1661784119432874
2000-01-19,3.1650632129918566,3.1612721634487397,3.163203136423201,3.16342975057918,9.036549054878394,3.16342975057918,3.1661784119432874,3.1620563519620704,3.1661784119432874,3.163203136423201,9.02395170783438,3.163203136423201
2000-01-20,3.1663442414383978,3.1582237487570524,3.16342975057918,3.160339438020599,9.041668966870173,3.160339438020599,3.1650632129918566,3.1612721634487397,3.163203136423201,3.16342975057918,9.036549054878394,3.16342975057918
2000-01-21,3.1626181833399714,3.1585434030806177,3.160339438020599,3.1590736654738674,9.082713580530312,3.1590736654738674,3.1663442414383978,3.1582237487570524,3.16342975057918,3.160339438020599,9.041668966870173,3.160339438020599
2000-01-24,3.1628898458658634,3.145016073966525,3.1590736654738674,3.146912168622183,9.047586357463572,3.146912168622183,3.1626181833399714,3.1585434030806177,3.160339438020599,3.1590736654738674,9.082713580530312,3.1590736654738674
2000-01-25,3.150836235219308,3.1428554225048018,3.146912168622183,3.149536256432699,9.030882953514151,3.149536256432699,3.1628898458658634,3.145016073966525,3.1590736654738674,3.146912168622183,9.047586357463572,3.146912168622183
2000-01-26,3.1503664680247505,3.1464877412757124,3.149536256432699,3.1477041323609884,9.048169799154717,3.1477041323609884,3.150836235219308,3.1428554225048018,3.146912168622183,3.149536256432699,9.030882953514151,3.149536256432699
2000-01-27,3.152245520025824,3.1373509428562767,3.1477041323609884,3.1459915398555593,9.052886235640884,3.1459915398555593,3.1503664680247505,3.1464877412757124,3.149536256432699,3.1477041323609884,9.048169799154717,3.1477041323609884
2000-01-28,3.1459915398555593,3.1326438353484223,3.1459915398555593,3.1339091890352635,9.039731296495017,3.1339091890352635,3.152245520025824,3.1373509428562767,3.1477041323609884,3.1459915398555593,9.052886235640884,3.1459915398555593
2000-01-31,3.144723610488343,3.130700356008291,3.1339091890352635,3.1447173800626547,8.997298992846519,3.1447173800626547,3.1459915398555593,3.1326438353484223,3.1459915398555593,3.1339091890352635,9.039731296495017,3.1339091890352635
2000-02-01,3.150292737338189,3.141697435337888,3.1447173800626547,3.1493053559911766,8.991669007822654,3.1493053559911766,3.144723610488343,3.130700356008291,3.1339091890352635,3.1447173800626547,8.997298992846519,3.1447173800626547
2000-02-02,3.152780465281104,3.1475186483425333,3.1493053559911766,3.1492560708113246,9.016448318677192,3.1492560708113246,3.150292737338189,3.141697435337888,3.1447173800626547,3.1493053559911766,8.991669007822654,3.1493053559911766
