Date;High;Low;Open;Close;Volume;Adj Close;High_lastDay;Low_lastDay;Open_lastDay;Close_lastDay;Volume_lastDay;Adj Close_lastDay
37651;865,4799805;843,7399902;864,3599854;844,6099854;1510300000;844,6099854;868,7199707;845,8599854;858,539978;864,3599854;1595400000;864,3599854
37652;858,3300171;840,3400269;844,6099854;855,7000122;1578530000;855,7000122;865,4799805;843,7399902;864,3599854;844,6099854;1510300000;844,6099854
37655;864,6400146;855,7000122;855,7000122;860,3200073;1258500000;860,3200073;858,3300171;840,3400269;844,6099854;855,7000122;1578530000;855,7000122
37656;860,3200073;840,1900024;860,3200073;848,2000122;1451600000;848,2000122;864,6400146;855,7000122;855,7000122;860,3200073;1258500000;860,3200073
37657;861,6300049;842,1099854;848,2000122;843,5900269;1450800000;843,5900269;860,3200073;840,1900024;860,3200073;848,2000122;1451600000;848,2000122
37658;844,2299805;833,25;843,5900269;838,1500244;1430900000;838,1500244;861,6300049;842,1099854;848,2000122;843,5900269;1450800000;843,5900269
37659;845,7299805;826,7000122;838,1500244;829,6900024;1276800000;829,6900024;844,2299805;833,25;843,5900269;838,1500244;1430900000;838,1500244
37662;837,1599731;823,5300293;829,6900024;835,9699707;1238200000;835,9699707;845,7299805;826,7000122;838,1500244;829,6900024;1276800000;829,6900024
37663;843,0200195;825,0900269;835,9699707;829,2000122;1307000000;829,2000122;837,1599731;823,5300293;829,6900024;835,9699707;1238200000;835,9699707
37664;832,1199951;818,4899902;829,2000122;818,6799927;1260500000;818,6799927;843,0200195;825,0900269;835,9699707;829,2000122;1307000000;829,2000122
37665;821,25;806,289978;818,6799927;817,3699951;1489300000;817,3699951;832,1199951;818,4899902;829,2000122;818,6799927;1260500000;818,6799927
37666;834,8900146;815,0300293;817,3699951;834,8900146;1404600000;834,8900146;821,25;806,289978;818,6799927;817,3699951;1489300000;817,3699951
37670;852,8699951;834,8900146;834,8900146;851,1699829;1250800000;851,1699829;834,8900146;815,0300293;817,3699951;834,8900146;1404600000;834,8900146
37671;851,1699829;838,789978;851,1699829;845,1300049;1075600000;845,1300049;852,8699951;834,8900146;834,8900146;851,1699829;1250800000;851,1699829
37672;849,3699951;836,5599976;845,1300049;837,0999756;1194100000;837,0999756;851,1699829;838,789978;851,1699829;845,1300049;1075600000;845,1300049
37673;852,2800293;831,4799805;837,0999756;848,1699829;1398200000;848,1699829;849,3699951;836,5599976;845,1300049;837,0999756;1194100000;837,0999756
37676;848,1699829;832,1599731;848,1699829;832,5800171;1229200000;832,5800171;852,2800293;831,4799805;837,0999756;848,1699829;1398200000;848,1699829
37677;839,5499878;818,539978;832,5800171;838,5700073;1483700000;838,5700073;848,1699829;832,1599731;848,1699829;832,5800171;1229200000;832,5800171
37678;840,0999756;826,6799927;838,5700073;827,5499878;1374400000;827,5499878;839,5499878;818,539978;832,5800171;838,5700073;1483700000;838,5700073
37679;842,1900024;827,5499878;827,5499878;837,2800293;1287800000;837,2800293;840,0999756;826,6799927;838,5700073;827,5499878;1374400000;827,5499878
37680;847;837,2800293;837,2800293;841,1500244;1373300000;841,1500244;842,1900024;827,5499878;827,5499878;837,2800293;1287800000;837,2800293
37683;852,3400269;832,7399902;841,1500244;834,8099976;1208900000;834,8099976;847;837,2800293;837,2800293;841,1500244;1373300000;841,1500244
37684;835,4299927;821,960022;834,8099976;821,9899902;1256600000;821,9899902;852,3400269;832,7399902;841,1500244;834,8099976;1208900000;834,8099976
37685;829,8699951;819;821,9899902;829,8499756;1332700000;829,8499756;835,4299927;821,960022;834,8099976;821,9899902;1256600000;821,9899902
37686;829,8499756;819,8499756;829,8499756;822,0999756;1299200000;822,0999756;829,8699951;819;821,9899902;829,8499756;1332700000;829,8499756
37687;829,5499878;811,2299805;822,0999756;828,8900146;1368500000;828,8900146;829,8499756;819,8499756;829,8499756;822,0999756;1299200000;822,0999756
37690;828,8900146;806,5700073;828,8900146;807,4799805;1255000000;807,4799805;829,5499878;811,2299805;822,0999756;828,8900146;1368500000;828,8900146
